model,instruction_prompt,text_id,text,Gender,Ethnicity,Age,Education,Sexual Orientation,Is Transgender,Political Affiliation,Is Parent,Technology Impact,Toxicity Problem,Religion Important,Seen Toxicity,Has Been Targeted,annotation
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Someone needs to get a big administration going to spread itself over all the villages in this country and start fixing shit from there by civilizing that majority again since they are subhumans.,Someone needs to get a big administration going to spread itself over all the villages in this country and start fixing shit from there by civilizing that majority again since they are subhumans.,Female,Other,4) 45 - 54,7) Professional degree,Bisexual,No,Liberal,Prefer not to say,1) Very negative,3) Occasionally,4) Very,False,False,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Someone needs to get a big administration going to spread itself over all the villages in this country and start fixing shit from there by civilizing that majority again since they are subhumans.,Someone needs to get a big administration going to spread itself over all the villages in this country and start fixing shit from there by civilizing that majority again since they are subhumans.,Unknown,Black,2) 25 - 34,4) Associate degree,Homosexual,No,Other,Yes,4) Somewhat positive,2) Rarely,3) Somewhat,True,False,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Someone needs to get a big administration going to spread itself over all the villages in this country and start fixing shit from there by civilizing that majority again since they are subhumans.,Someone needs to get a big administration going to spread itself over all the villages in this country and start fixing shit from there by civilizing that majority again since they are subhumans.,Female,Hispanic,1) 18 - 24,"3) College, no degree",Bisexual,Prefer not to say,Independent,Prefer not to say,5) Very positive,3) Occasionally,4) Very,True,False,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Niggas so stupid that’s Cboy on his account 😂,Niggas so stupid that’s Cboy on his account 😂,Unknown,Asian,6) 65 or older,2) High School graduate,Homosexual,Yes,Liberal,Prefer not to say,4) Somewhat positive,5) Very Frequently,Prefer not to say,False,False,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Niggas so stupid that’s Cboy on his account 😂,Niggas so stupid that’s Cboy on his account 😂,Male,Unknown,4) 45 - 54,2) High School graduate,Prefer not to say,Prefer not to say,Other,Yes,1) Very negative,3) Occasionally,3) Somewhat,False,True,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Niggas so stupid that’s Cboy on his account 😂,Niggas so stupid that’s Cboy on his account 😂,Nonbinary,Asian,4) 45 - 54,4) Associate degree,Bisexual,Prefer not to say,Conservative,Prefer not to say,3) Neutral,4) Frequently,1) No,False,True,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Niggas so stupid that’s Cboy on his account 😂,Niggas so stupid that’s Cboy on his account 😂,Nonbinary,Black,1) 18 - 24,1) No high school,Prefer not to say,No,Conservative,Yes,4) Somewhat positive,5) Very Frequently,1) No,True,True,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Niggas so stupid that’s Cboy on his account 😂,Niggas so stupid that’s Cboy on his account 😂,Unknown,Multiracial,2) 25 - 34,1) No high school,Other,Prefer not to say,Prefer not to say,No,1) Very negative,2) Rarely,1) No,False,False,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Niggas so stupid that’s Cboy on his account 😂,Niggas so stupid that’s Cboy on his account 😂,Nonbinary,Asian,Prefer not to say,7) Professional degree,Homosexual,No,Other,Yes,3) Neutral,4) Frequently,3) Somewhat,True,True,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,I lied to myself for a year or so thinking the Joey Dosik version was the best version of this but this nigga floated,I lied to myself for a year or so thinking the Joey Dosik version was the best version of this but this nigga floated,Male,Black,3) 35 - 44,8) Doctoral degree,Bisexual,No,Prefer not to say,Yes,5) Very positive,4) Frequently,4) Very,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,I lied to myself for a year or so thinking the Joey Dosik version was the best version of this but this nigga floated,I lied to myself for a year or so thinking the Joey Dosik version was the best version of this but this nigga floated,Nonbinary,Other,2) 25 - 34,4) Associate degree,Bisexual,Yes,Independent,Prefer not to say,5) Very positive,2) Rarely,1) No,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,I lied to myself for a year or so thinking the Joey Dosik version was the best version of this but this nigga floated,I lied to myself for a year or so thinking the Joey Dosik version was the best version of this but this nigga floated,Nonbinary,Asian,2) 25 - 34,1) No high school,Homosexual,Prefer not to say,Prefer not to say,No,1) Very negative,1) Never,3) Somewhat,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,I lied to myself for a year or so thinking the Joey Dosik version was the best version of this but this nigga floated,I lied to myself for a year or so thinking the Joey Dosik version was the best version of this but this nigga floated,Male,Multiracial,2) 25 - 34,"3) College, no degree",Prefer not to say,Prefer not to say,Liberal,No,4) Somewhat positive,5) Very Frequently,Prefer not to say,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,I lied to myself for a year or so thinking the Joey Dosik version was the best version of this but this nigga floated,I lied to myself for a year or so thinking the Joey Dosik version was the best version of this but this nigga floated,Unknown,Unknown,5) 55 - 64,2) High School graduate,Prefer not to say,Yes,Other,No,1) Very negative,3) Occasionally,1) No,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,I lied to myself for a year or so thinking the Joey Dosik version was the best version of this but this nigga floated,I lied to myself for a year or so thinking the Joey Dosik version was the best version of this but this nigga floated,Unknown,Black,3) 35 - 44,Prefer not to say,Prefer not to say,Yes,Conservative,No,4) Somewhat positive,3) Occasionally,Prefer not to say,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"You are literally saying youd rather an islamic theocracy that exports terrorism all over the world then a secular welfare state because you want cheaper gas. This is an indictment of you, not socialism","You are literally saying youd rather an islamic theocracy that exports terrorism all over the world then a secular welfare state because you want cheaper gas. This is an indictment of you, not socialism",Unknown,Asian,3) 35 - 44,8) Doctoral degree,Heterosexual,Yes,Other,Prefer not to say,2) Somewhat negative,3) Occasionally,1) No,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"You are literally saying youd rather an islamic theocracy that exports terrorism all over the world then a secular welfare state because you want cheaper gas. This is an indictment of you, not socialism","You are literally saying youd rather an islamic theocracy that exports terrorism all over the world then a secular welfare state because you want cheaper gas. This is an indictment of you, not socialism",Female,Unknown,3) 35 - 44,1) No high school,Homosexual,Yes,Independent,Yes,2) Somewhat negative,4) Frequently,2) Not very,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"You are literally saying youd rather an islamic theocracy that exports terrorism all over the world then a secular welfare state because you want cheaper gas. This is an indictment of you, not socialism","You are literally saying youd rather an islamic theocracy that exports terrorism all over the world then a secular welfare state because you want cheaper gas. This is an indictment of you, not socialism",Unknown,Hispanic,2) 25 - 34,Prefer not to say,Heterosexual,Prefer not to say,Prefer not to say,Prefer not to say,1) Very negative,4) Frequently,2) Not very,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"You are literally saying youd rather an islamic theocracy that exports terrorism all over the world then a secular welfare state because you want cheaper gas. This is an indictment of you, not socialism","You are literally saying youd rather an islamic theocracy that exports terrorism all over the world then a secular welfare state because you want cheaper gas. This is an indictment of you, not socialism",Female,Multiracial,Prefer not to say,2) High School graduate,Heterosexual,No,Prefer not to say,No,3) Neutral,2) Rarely,4) Very,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"You are literally saying youd rather an islamic theocracy that exports terrorism all over the world then a secular welfare state because you want cheaper gas. This is an indictment of you, not socialism","You are literally saying youd rather an islamic theocracy that exports terrorism all over the world then a secular welfare state because you want cheaper gas. This is an indictment of you, not socialism",Nonbinary,Hispanic,Under 18,Prefer not to say,Heterosexual,Yes,Independent,Yes,4) Somewhat positive,5) Very Frequently,4) Very,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"You are literally saying youd rather an islamic theocracy that exports terrorism all over the world then a secular welfare state because you want cheaper gas. This is an indictment of you, not socialism","You are literally saying youd rather an islamic theocracy that exports terrorism all over the world then a secular welfare state because you want cheaper gas. This is an indictment of you, not socialism",Male,Black,2) 25 - 34,1) No high school,Other,Yes,Prefer not to say,Prefer not to say,1) Very negative,3) Occasionally,Prefer not to say,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Just woke up stupid early 🤦🏻‍♂️,Just woke up stupid early 🤦🏻‍♂️,Male,Other,2) 25 - 34,6) Master's degree,Bisexual,Yes,Other,Yes,5) Very positive,3) Occasionally,1) No,True,True,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Just woke up stupid early 🤦🏻‍♂️,Just woke up stupid early 🤦🏻‍♂️,Male,Multiracial,Prefer not to say,7) Professional degree,Heterosexual,Yes,Independent,Prefer not to say,5) Very positive,3) Occasionally,2) Not very,True,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Just woke up stupid early 🤦🏻‍♂️,Just woke up stupid early 🤦🏻‍♂️,Unknown,Black,Prefer not to say,Prefer not to say,Bisexual,Yes,Conservative,No,4) Somewhat positive,4) Frequently,1) No,False,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Just woke up stupid early 🤦🏻‍♂️,Just woke up stupid early 🤦🏻‍♂️,Unknown,Other,Under 18,6) Master's degree,Heterosexual,Prefer not to say,Liberal,Yes,1) Very negative,1) Never,2) Not very,False,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Just woke up stupid early 🤦🏻‍♂️,Just woke up stupid early 🤦🏻‍♂️,Female,Asian,2) 25 - 34,Prefer not to say,Heterosexual,Yes,Other,Prefer not to say,5) Very positive,2) Rarely,3) Somewhat,False,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Just woke up stupid early 🤦🏻‍♂️,Just woke up stupid early 🤦🏻‍♂️,Male,Other,Under 18,2) High School graduate,Heterosexual,Yes,Other,Prefer not to say,3) Neutral,3) Occasionally,3) Somewhat,False,True,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Bruh gtfo of here with that 😂 that was debunked already go find that don’t come to me with gossip you found in the internet this ain’t grade school,Bruh gtfo of here with that 😂 that was debunked already go find that don’t come to me with gossip you found in the internet this ain’t grade school,Female,Asian,1) 18 - 24,5) Bachelor's degree,Other,No,Prefer not to say,Prefer not to say,2) Somewhat negative,5) Very Frequently,4) Very,False,False,3
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Bruh gtfo of here with that 😂 that was debunked already go find that don’t come to me with gossip you found in the internet this ain’t grade school,Bruh gtfo of here with that 😂 that was debunked already go find that don’t come to me with gossip you found in the internet this ain’t grade school,Female,Asian,4) 45 - 54,7) Professional degree,Bisexual,Yes,Conservative,Yes,2) Somewhat negative,4) Frequently,2) Not very,True,True,3
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Bruh gtfo of here with that 😂 that was debunked already go find that don’t come to me with gossip you found in the internet this ain’t grade school,Bruh gtfo of here with that 😂 that was debunked already go find that don’t come to me with gossip you found in the internet this ain’t grade school,Male,White,3) 35 - 44,Prefer not to say,Other,No,Prefer not to say,No,4) Somewhat positive,2) Rarely,2) Not very,False,True,3
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Bruh gtfo of here with that 😂 that was debunked already go find that don’t come to me with gossip you found in the internet this ain’t grade school,Bruh gtfo of here with that 😂 that was debunked already go find that don’t come to me with gossip you found in the internet this ain’t grade school,Female,Black,1) 18 - 24,"3) College, no degree",Homosexual,No,Liberal,Yes,5) Very positive,5) Very Frequently,1) No,False,False,3
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Bruh gtfo of here with that 😂 that was debunked already go find that don’t come to me with gossip you found in the internet this ain’t grade school,Bruh gtfo of here with that 😂 that was debunked already go find that don’t come to me with gossip you found in the internet this ain’t grade school,Female,Asian,6) 65 or older,"3) College, no degree",Heterosexual,Prefer not to say,Conservative,No,2) Somewhat negative,1) Never,4) Very,False,False,3
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Bruh gtfo of here with that 😂 that was debunked already go find that don’t come to me with gossip you found in the internet this ain’t grade school,Bruh gtfo of here with that 😂 that was debunked already go find that don’t come to me with gossip you found in the internet this ain’t grade school,Male,Hispanic,3) 35 - 44,Other,Other,No,Independent,Yes,3) Neutral,3) Occasionally,4) Very,False,True,3
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"like either my hypothyroidism has came back full blast worse than ever before or i’m pre-diabetic bc i haven’t felt this fucking lethargic, hot, like i’m on the verge of barfing, can’t even walk to my kitchen without feeling like i exerted all my energy in a MINUTE","like either my hypothyroidism has came back full blast worse than ever before or i’m pre-diabetic bc i haven’t felt this fucking lethargic, hot, like i’m on the verge of barfing, can’t even walk to my kitchen without feeling like i exerted all my energy in a MINUTE",Unknown,Black,Prefer not to say,8) Doctoral degree,Prefer not to say,Yes,Other,No,1) Very negative,4) Frequently,4) Very,False,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"like either my hypothyroidism has came back full blast worse than ever before or i’m pre-diabetic bc i haven’t felt this fucking lethargic, hot, like i’m on the verge of barfing, can’t even walk to my kitchen without feeling like i exerted all my energy in a MINUTE","like either my hypothyroidism has came back full blast worse than ever before or i’m pre-diabetic bc i haven’t felt this fucking lethargic, hot, like i’m on the verge of barfing, can’t even walk to my kitchen without feeling like i exerted all my energy in a MINUTE",Unknown,Asian,Prefer not to say,4) Associate degree,Homosexual,Prefer not to say,Conservative,Prefer not to say,1) Very negative,1) Never,3) Somewhat,True,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"like either my hypothyroidism has came back full blast worse than ever before or i’m pre-diabetic bc i haven’t felt this fucking lethargic, hot, like i’m on the verge of barfing, can’t even walk to my kitchen without feeling like i exerted all my energy in a MINUTE","like either my hypothyroidism has came back full blast worse than ever before or i’m pre-diabetic bc i haven’t felt this fucking lethargic, hot, like i’m on the verge of barfing, can’t even walk to my kitchen without feeling like i exerted all my energy in a MINUTE",Unknown,Unknown,1) 18 - 24,4) Associate degree,Heterosexual,Yes,Independent,Prefer not to say,3) Neutral,3) Occasionally,1) No,False,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"like either my hypothyroidism has came back full blast worse than ever before or i’m pre-diabetic bc i haven’t felt this fucking lethargic, hot, like i’m on the verge of barfing, can’t even walk to my kitchen without feeling like i exerted all my energy in a MINUTE","like either my hypothyroidism has came back full blast worse than ever before or i’m pre-diabetic bc i haven’t felt this fucking lethargic, hot, like i’m on the verge of barfing, can’t even walk to my kitchen without feeling like i exerted all my energy in a MINUTE",Nonbinary,White,2) 25 - 34,"3) College, no degree",Prefer not to say,Prefer not to say,Other,Yes,4) Somewhat positive,1) Never,Prefer not to say,False,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"like either my hypothyroidism has came back full blast worse than ever before or i’m pre-diabetic bc i haven’t felt this fucking lethargic, hot, like i’m on the verge of barfing, can’t even walk to my kitchen without feeling like i exerted all my energy in a MINUTE","like either my hypothyroidism has came back full blast worse than ever before or i’m pre-diabetic bc i haven’t felt this fucking lethargic, hot, like i’m on the verge of barfing, can’t even walk to my kitchen without feeling like i exerted all my energy in a MINUTE",Female,White,6) 65 or older,Prefer not to say,Prefer not to say,No,Prefer not to say,Yes,1) Very negative,1) Never,2) Not very,False,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"like either my hypothyroidism has came back full blast worse than ever before or i’m pre-diabetic bc i haven’t felt this fucking lethargic, hot, like i’m on the verge of barfing, can’t even walk to my kitchen without feeling like i exerted all my energy in a MINUTE","like either my hypothyroidism has came back full blast worse than ever before or i’m pre-diabetic bc i haven’t felt this fucking lethargic, hot, like i’m on the verge of barfing, can’t even walk to my kitchen without feeling like i exerted all my energy in a MINUTE",Male,Asian,Under 18,8) Doctoral degree,Heterosexual,Prefer not to say,Liberal,No,4) Somewhat positive,5) Very Frequently,3) Somewhat,True,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,as they themselves are murderers,as they themselves are murderers,Nonbinary,Asian,Under 18,2) High School graduate,Heterosexual,No,Independent,Prefer not to say,3) Neutral,4) Frequently,3) Somewhat,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,as they themselves are murderers,as they themselves are murderers,Female,White,1) 18 - 24,2) High School graduate,Other,Yes,Prefer not to say,No,5) Very positive,5) Very Frequently,2) Not very,False,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,as they themselves are murderers,as they themselves are murderers,Unknown,Black,Prefer not to say,1) No high school,Prefer not to say,Prefer not to say,Conservative,Yes,2) Somewhat negative,5) Very Frequently,1) No,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,as they themselves are murderers,as they themselves are murderers,Nonbinary,Multiracial,Under 18,Prefer not to say,Homosexual,Prefer not to say,Independent,Yes,5) Very positive,2) Rarely,1) No,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,as they themselves are murderers,as they themselves are murderers,Unknown,Unknown,Prefer not to say,4) Associate degree,Homosexual,Prefer not to say,Conservative,Yes,5) Very positive,5) Very Frequently,3) Somewhat,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,as they themselves are murderers,as they themselves are murderers,Female,Other,4) 45 - 54,7) Professional degree,Bisexual,Yes,Independent,Yes,2) Somewhat negative,3) Occasionally,4) Very,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Look at this foolish toad,Look at this foolish toad,Male,Unknown,Under 18,4) Associate degree,Homosexual,Prefer not to say,Independent,Prefer not to say,4) Somewhat positive,4) Frequently,4) Very,True,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Look at this foolish toad,Look at this foolish toad,Nonbinary,Asian,Prefer not to say,1) No high school,Other,Prefer not to say,Conservative,Yes,1) Very negative,5) Very Frequently,Prefer not to say,False,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Look at this foolish toad,Look at this foolish toad,Male,Black,2) 25 - 34,Other,Other,Prefer not to say,Other,No,3) Neutral,1) Never,3) Somewhat,False,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Look at this foolish toad,Look at this foolish toad,Unknown,Other,6) 65 or older,2) High School graduate,Heterosexual,No,Prefer not to say,Prefer not to say,2) Somewhat negative,1) Never,3) Somewhat,False,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Look at this foolish toad,Look at this foolish toad,Male,Other,2) 25 - 34,7) Professional degree,Other,Yes,Other,Yes,3) Neutral,5) Very Frequently,2) Not very,False,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Look at this foolish toad,Look at this foolish toad,Unknown,Asian,Prefer not to say,"3) College, no degree",Bisexual,No,Prefer not to say,Yes,5) Very positive,1) Never,4) Very,True,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"please tell us the strain of weed your lawyers are smoking, we would love some!","please tell us the strain of weed your lawyers are smoking, we would love some!",Female,Unknown,5) 55 - 64,Other,Bisexual,Yes,Liberal,No,3) Neutral,1) Never,4) Very,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"please tell us the strain of weed your lawyers are smoking, we would love some!","please tell us the strain of weed your lawyers are smoking, we would love some!",Male,Unknown,1) 18 - 24,"3) College, no degree",Other,Prefer not to say,Liberal,Prefer not to say,1) Very negative,1) Never,4) Very,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"please tell us the strain of weed your lawyers are smoking, we would love some!","please tell us the strain of weed your lawyers are smoking, we would love some!",Unknown,Hispanic,6) 65 or older,7) Professional degree,Prefer not to say,Yes,Liberal,Yes,1) Very negative,1) Never,3) Somewhat,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"please tell us the strain of weed your lawyers are smoking, we would love some!","please tell us the strain of weed your lawyers are smoking, we would love some!",Female,Asian,4) 45 - 54,5) Bachelor's degree,Other,Yes,Independent,No,4) Somewhat positive,2) Rarely,3) Somewhat,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"please tell us the strain of weed your lawyers are smoking, we would love some!","please tell us the strain of weed your lawyers are smoking, we would love some!",Female,White,5) 55 - 64,Prefer not to say,Bisexual,No,Other,No,4) Somewhat positive,5) Very Frequently,4) Very,False,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"please tell us the strain of weed your lawyers are smoking, we would love some!","please tell us the strain of weed your lawyers are smoking, we would love some!",Unknown,Multiracial,3) 35 - 44,2) High School graduate,Heterosexual,Yes,Prefer not to say,Prefer not to say,5) Very positive,4) Frequently,3) Somewhat,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,RUIN LUCAS' LIFE AND ALL ASSOCIATED WITH HIM OR WHO HA,RUIN LUCAS' LIFE AND ALL ASSOCIATED WITH HIM OR WHO HA,Female,Black,4) 45 - 54,6) Master's degree,Homosexual,Prefer not to say,Liberal,Prefer not to say,2) Somewhat negative,5) Very Frequently,2) Not very,True,True,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,RUIN LUCAS' LIFE AND ALL ASSOCIATED WITH HIM OR WHO HA,RUIN LUCAS' LIFE AND ALL ASSOCIATED WITH HIM OR WHO HA,Female,Multiracial,6) 65 or older,8) Doctoral degree,Bisexual,Yes,Conservative,Yes,2) Somewhat negative,3) Occasionally,3) Somewhat,False,False,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,RUIN LUCAS' LIFE AND ALL ASSOCIATED WITH HIM OR WHO HA,RUIN LUCAS' LIFE AND ALL ASSOCIATED WITH HIM OR WHO HA,Nonbinary,Asian,2) 25 - 34,8) Doctoral degree,Homosexual,Yes,Prefer not to say,No,1) Very negative,4) Frequently,3) Somewhat,True,True,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,RUIN LUCAS' LIFE AND ALL ASSOCIATED WITH HIM OR WHO HA,RUIN LUCAS' LIFE AND ALL ASSOCIATED WITH HIM OR WHO HA,Male,Hispanic,Prefer not to say,Prefer not to say,Other,No,Liberal,Prefer not to say,5) Very positive,3) Occasionally,4) Very,False,False,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,RUIN LUCAS' LIFE AND ALL ASSOCIATED WITH HIM OR WHO HA,RUIN LUCAS' LIFE AND ALL ASSOCIATED WITH HIM OR WHO HA,Female,Other,3) 35 - 44,4) Associate degree,Heterosexual,Yes,Conservative,Prefer not to say,5) Very positive,4) Frequently,1) No,True,False,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,RUIN LUCAS' LIFE AND ALL ASSOCIATED WITH HIM OR WHO HA,RUIN LUCAS' LIFE AND ALL ASSOCIATED WITH HIM OR WHO HA,Female,Asian,Prefer not to say,1) No high school,Prefer not to say,Prefer not to say,Prefer not to say,No,1) Very negative,3) Occasionally,Prefer not to say,True,True,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"""Teach me to try to be a good guy"" The CB knows hes being a dick, sad thing is is that it must work sometimes:/","""Teach me to try to be a good guy"" The CB knows hes being a dick, sad thing is is that it must work sometimes:/",Nonbinary,Multiracial,2) 25 - 34,4) Associate degree,Homosexual,Prefer not to say,Other,No,1) Very negative,2) Rarely,3) Somewhat,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"""Teach me to try to be a good guy"" The CB knows hes being a dick, sad thing is is that it must work sometimes:/","""Teach me to try to be a good guy"" The CB knows hes being a dick, sad thing is is that it must work sometimes:/",Unknown,Multiracial,6) 65 or older,1) No high school,Homosexual,No,Liberal,Yes,3) Neutral,5) Very Frequently,Prefer not to say,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"""Teach me to try to be a good guy"" The CB knows hes being a dick, sad thing is is that it must work sometimes:/","""Teach me to try to be a good guy"" The CB knows hes being a dick, sad thing is is that it must work sometimes:/",Unknown,White,4) 45 - 54,4) Associate degree,Other,Prefer not to say,Other,No,3) Neutral,4) Frequently,2) Not very,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"""Teach me to try to be a good guy"" The CB knows hes being a dick, sad thing is is that it must work sometimes:/","""Teach me to try to be a good guy"" The CB knows hes being a dick, sad thing is is that it must work sometimes:/",Female,Multiracial,4) 45 - 54,"3) College, no degree",Bisexual,Prefer not to say,Conservative,Prefer not to say,1) Very negative,1) Never,4) Very,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"""Teach me to try to be a good guy"" The CB knows hes being a dick, sad thing is is that it must work sometimes:/","""Teach me to try to be a good guy"" The CB knows hes being a dick, sad thing is is that it must work sometimes:/",Nonbinary,Asian,3) 35 - 44,7) Professional degree,Other,Prefer not to say,Conservative,Yes,3) Neutral,5) Very Frequently,3) Somewhat,True,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"""Teach me to try to be a good guy"" The CB knows hes being a dick, sad thing is is that it must work sometimes:/","""Teach me to try to be a good guy"" The CB knows hes being a dick, sad thing is is that it must work sometimes:/",Female,Asian,6) 65 or older,6) Master's degree,Other,No,Conservative,No,1) Very negative,1) Never,3) Somewhat,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"The others are pretty bad though.. i remember whispering ""what the fuck"" the first time i saw the Dragon ball live action as a kid","The others are pretty bad though.. i remember whispering ""what the fuck"" the first time i saw the Dragon ball live action as a kid",Unknown,Black,1) 18 - 24,6) Master's degree,Homosexual,Yes,Independent,Yes,1) Very negative,4) Frequently,1) No,False,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"The others are pretty bad though.. i remember whispering ""what the fuck"" the first time i saw the Dragon ball live action as a kid","The others are pretty bad though.. i remember whispering ""what the fuck"" the first time i saw the Dragon ball live action as a kid",Nonbinary,Other,Under 18,7) Professional degree,Bisexual,Prefer not to say,Independent,Yes,1) Very negative,1) Never,4) Very,False,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"The others are pretty bad though.. i remember whispering ""what the fuck"" the first time i saw the Dragon ball live action as a kid","The others are pretty bad though.. i remember whispering ""what the fuck"" the first time i saw the Dragon ball live action as a kid",Nonbinary,White,6) 65 or older,"3) College, no degree",Other,No,Other,Yes,3) Neutral,4) Frequently,Prefer not to say,True,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"The others are pretty bad though.. i remember whispering ""what the fuck"" the first time i saw the Dragon ball live action as a kid","The others are pretty bad though.. i remember whispering ""what the fuck"" the first time i saw the Dragon ball live action as a kid",Female,Multiracial,Under 18,Other,Bisexual,Yes,Conservative,No,3) Neutral,3) Occasionally,2) Not very,True,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"The others are pretty bad though.. i remember whispering ""what the fuck"" the first time i saw the Dragon ball live action as a kid","The others are pretty bad though.. i remember whispering ""what the fuck"" the first time i saw the Dragon ball live action as a kid",Nonbinary,Hispanic,1) 18 - 24,Other,Bisexual,Yes,Independent,Yes,3) Neutral,2) Rarely,Prefer not to say,True,True,4
