model,instruction_prompt,text_id,text,Gender,Ethnicity,Age,Education,Sexual Orientation,Is Transgender,Political Affiliation,Is Parent,Technology Impact,Toxicity Problem,Religion Important,Seen Toxicity,Has Been Targeted,annotation
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,This is always how every technology starts. 0.000001% of its true potential. Come back to this technology in 30 years. :),This is always how every technology starts. 0.000001% of its true potential. Come back to this technology in 30 years. :),Female,Other,Under 18,"3) College, no degree",Other,No,Conservative,No,3) Neutral,3) Occasionally,4) Very,False,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,This is always how every technology starts. 0.000001% of its true potential. Come back to this technology in 30 years. :),This is always how every technology starts. 0.000001% of its true potential. Come back to this technology in 30 years. :),Female,Other,Under 18,2) High School graduate,Prefer not to say,Prefer not to say,Prefer not to say,No,4) Somewhat positive,5) Very Frequently,1) No,True,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,This is always how every technology starts. 0.000001% of its true potential. Come back to this technology in 30 years. :),This is always how every technology starts. 0.000001% of its true potential. Come back to this technology in 30 years. :),Male,Black,2) 25 - 34,4) Associate degree,Bisexual,Yes,Other,Prefer not to say,2) Somewhat negative,4) Frequently,3) Somewhat,False,True,2
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,This is always how every technology starts. 0.000001% of its true potential. Come back to this technology in 30 years. :),This is always how every technology starts. 0.000001% of its true potential. Come back to this technology in 30 years. :),Unknown,White,Prefer not to say,Other,Homosexual,Yes,Conservative,No,3) Neutral,4) Frequently,3) Somewhat,True,False,4
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,A man can take any of your rights with ease... he can kill you,A man can take any of your rights with ease... he can kill you,Nonbinary,Multiracial,5) 55 - 64,1) No high school,Heterosexual,No,Liberal,Prefer not to say,2) Somewhat negative,1) Never,3) Somewhat,True,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,A man can take any of your rights with ease... he can kill you,A man can take any of your rights with ease... he can kill you,Female,Black,6) 65 or older,Other,Heterosexual,No,Independent,No,1) Very negative,3) Occasionally,1) No,False,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,A man can take any of your rights with ease... he can kill you,A man can take any of your rights with ease... he can kill you,Male,Other,Prefer not to say,8) Doctoral degree,Homosexual,Yes,Prefer not to say,Yes,4) Somewhat positive,4) Frequently,2) Not very,False,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,A man can take any of your rights with ease... he can kill you,A man can take any of your rights with ease... he can kill you,Male,White,Prefer not to say,Other,Bisexual,No,Liberal,No,2) Somewhat negative,1) Never,3) Somewhat,True,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,A man can take any of your rights with ease... he can kill you,A man can take any of your rights with ease... he can kill you,Male,White,Prefer not to say,Prefer not to say,Prefer not to say,No,Conservative,No,3) Neutral,1) Never,Prefer not to say,False,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,A man can take any of your rights with ease... he can kill you,A man can take any of your rights with ease... he can kill you,Male,Hispanic,3) 35 - 44,5) Bachelor's degree,Homosexual,No,Prefer not to say,No,2) Somewhat negative,4) Frequently,2) Not very,True,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"Man, sign me up for that because Taya is so fuckin' hot!","Man, sign me up for that because Taya is so fuckin' hot!",Unknown,Hispanic,3) 35 - 44,5) Bachelor's degree,Prefer not to say,Prefer not to say,Conservative,Yes,5) Very positive,5) Very Frequently,Prefer not to say,False,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"Man, sign me up for that because Taya is so fuckin' hot!","Man, sign me up for that because Taya is so fuckin' hot!",Unknown,Multiracial,6) 65 or older,8) Doctoral degree,Bisexual,Yes,Prefer not to say,No,3) Neutral,5) Very Frequently,4) Very,True,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"Man, sign me up for that because Taya is so fuckin' hot!","Man, sign me up for that because Taya is so fuckin' hot!",Female,Hispanic,4) 45 - 54,4) Associate degree,Heterosexual,Yes,Prefer not to say,Yes,1) Very negative,4) Frequently,4) Very,False,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"Man, sign me up for that because Taya is so fuckin' hot!","Man, sign me up for that because Taya is so fuckin' hot!",Nonbinary,Hispanic,Prefer not to say,2) High School graduate,Other,Prefer not to say,Independent,Yes,2) Somewhat negative,3) Occasionally,Prefer not to say,True,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"Man, sign me up for that because Taya is so fuckin' hot!","Man, sign me up for that because Taya is so fuckin' hot!",Male,Hispanic,2) 25 - 34,5) Bachelor's degree,Heterosexual,Prefer not to say,Independent,Prefer not to say,3) Neutral,3) Occasionally,1) No,True,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"Man, sign me up for that because Taya is so fuckin' hot!","Man, sign me up for that because Taya is so fuckin' hot!",Male,Unknown,Under 18,6) Master's degree,Prefer not to say,Yes,Conservative,Yes,4) Somewhat positive,3) Occasionally,1) No,True,False,2
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I have extra life *nevermind,I have extra life *nevermind,Male,Black,1) 18 - 24,Prefer not to say,Homosexual,Yes,Conservative,Yes,2) Somewhat negative,1) Never,Prefer not to say,False,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I have extra life *nevermind,I have extra life *nevermind,Male,Unknown,3) 35 - 44,Other,Heterosexual,No,Conservative,Prefer not to say,4) Somewhat positive,5) Very Frequently,1) No,True,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I have extra life *nevermind,I have extra life *nevermind,Unknown,Hispanic,1) 18 - 24,Prefer not to say,Bisexual,Yes,Independent,Prefer not to say,3) Neutral,4) Frequently,4) Very,True,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I have extra life *nevermind,I have extra life *nevermind,Unknown,Hispanic,1) 18 - 24,2) High School graduate,Homosexual,No,Prefer not to say,Yes,5) Very positive,1) Never,3) Somewhat,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I have extra life *nevermind,I have extra life *nevermind,Female,Asian,2) 25 - 34,4) Associate degree,Heterosexual,Prefer not to say,Other,Yes,3) Neutral,4) Frequently,Prefer not to say,False,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I have extra life *nevermind,I have extra life *nevermind,Unknown,Asian,Prefer not to say,4) Associate degree,Bisexual,Yes,Prefer not to say,Prefer not to say,3) Neutral,4) Frequently,3) Somewhat,True,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,YOU GONNA CATCH THESE FISTS 🤜🏻,YOU GONNA CATCH THESE FISTS 🤜🏻,Unknown,Hispanic,Under 18,Prefer not to say,Other,Yes,Other,Prefer not to say,3) Neutral,3) Occasionally,1) No,True,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,YOU GONNA CATCH THESE FISTS 🤜🏻,YOU GONNA CATCH THESE FISTS 🤜🏻,Nonbinary,Unknown,5) 55 - 64,Other,Heterosexual,No,Prefer not to say,Prefer not to say,3) Neutral,2) Rarely,4) Very,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,YOU GONNA CATCH THESE FISTS 🤜🏻,YOU GONNA CATCH THESE FISTS 🤜🏻,Unknown,Asian,4) 45 - 54,1) No high school,Homosexual,No,Liberal,Yes,3) Neutral,1) Never,1) No,False,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,YOU GONNA CATCH THESE FISTS 🤜🏻,YOU GONNA CATCH THESE FISTS 🤜🏻,Female,Asian,5) 55 - 64,4) Associate degree,Heterosexual,Prefer not to say,Independent,Prefer not to say,3) Neutral,2) Rarely,4) Very,True,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,YOU GONNA CATCH THESE FISTS 🤜🏻,YOU GONNA CATCH THESE FISTS 🤜🏻,Nonbinary,Asian,6) 65 or older,7) Professional degree,Heterosexual,No,Other,Yes,1) Very negative,3) Occasionally,4) Very,True,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,YOU GONNA CATCH THESE FISTS 🤜🏻,YOU GONNA CATCH THESE FISTS 🤜🏻,Female,Hispanic,Under 18,1) No high school,Heterosexual,No,Liberal,No,2) Somewhat negative,2) Rarely,4) Very,True,True,3
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,oh my gosh what a hecking team,oh my gosh what a hecking team,Unknown,Unknown,Under 18,Other,Heterosexual,Prefer not to say,Liberal,Prefer not to say,2) Somewhat negative,1) Never,3) Somewhat,True,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,oh my gosh what a hecking team,oh my gosh what a hecking team,Male,White,Prefer not to say,6) Master's degree,Heterosexual,Prefer not to say,Conservative,No,3) Neutral,1) Never,4) Very,True,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,oh my gosh what a hecking team,oh my gosh what a hecking team,Unknown,White,Under 18,5) Bachelor's degree,Bisexual,Prefer not to say,Conservative,No,3) Neutral,1) Never,1) No,True,False,4
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,oh my gosh what a hecking team,oh my gosh what a hecking team,Unknown,Unknown,Under 18,"3) College, no degree",Other,Prefer not to say,Liberal,No,1) Very negative,1) Never,Prefer not to say,False,False,4
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,oh my gosh what a hecking team,oh my gosh what a hecking team,Nonbinary,Unknown,Prefer not to say,"3) College, no degree",Prefer not to say,No,Prefer not to say,Prefer not to say,4) Somewhat positive,2) Rarely,1) No,False,False,4
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,oh my gosh what a hecking team,oh my gosh what a hecking team,Male,Other,6) 65 or older,2) High School graduate,Homosexual,No,Independent,Prefer not to say,5) Very positive,4) Frequently,3) Somewhat,False,True,4
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"there will be time in the future where i will love myself the most. by then, no one can say shit about me. by then, i can confidently comfort those who had the same trouble as me and be by their side. truly can't wait.","there will be time in the future where i will love myself the most. by then, no one can say shit about me. by then, i can confidently comfort those who had the same trouble as me and be by their side. truly can't wait.",Unknown,Unknown,5) 55 - 64,7) Professional degree,Prefer not to say,Prefer not to say,Prefer not to say,No,4) Somewhat positive,2) Rarely,1) No,False,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"there will be time in the future where i will love myself the most. by then, no one can say shit about me. by then, i can confidently comfort those who had the same trouble as me and be by their side. truly can't wait.","there will be time in the future where i will love myself the most. by then, no one can say shit about me. by then, i can confidently comfort those who had the same trouble as me and be by their side. truly can't wait.",Unknown,Unknown,2) 25 - 34,5) Bachelor's degree,Homosexual,Yes,Independent,Prefer not to say,1) Very negative,1) Never,Prefer not to say,True,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"there will be time in the future where i will love myself the most. by then, no one can say shit about me. by then, i can confidently comfort those who had the same trouble as me and be by their side. truly can't wait.","there will be time in the future where i will love myself the most. by then, no one can say shit about me. by then, i can confidently comfort those who had the same trouble as me and be by their side. truly can't wait.",Nonbinary,Other,5) 55 - 64,6) Master's degree,Homosexual,Yes,Liberal,Prefer not to say,1) Very negative,5) Very Frequently,4) Very,False,False,2
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"there will be time in the future where i will love myself the most. by then, no one can say shit about me. by then, i can confidently comfort those who had the same trouble as me and be by their side. truly can't wait.","there will be time in the future where i will love myself the most. by then, no one can say shit about me. by then, i can confidently comfort those who had the same trouble as me and be by their side. truly can't wait.",Male,Hispanic,2) 25 - 34,4) Associate degree,Heterosexual,No,Other,Yes,2) Somewhat negative,2) Rarely,4) Very,True,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"there will be time in the future where i will love myself the most. by then, no one can say shit about me. by then, i can confidently comfort those who had the same trouble as me and be by their side. truly can't wait.","there will be time in the future where i will love myself the most. by then, no one can say shit about me. by then, i can confidently comfort those who had the same trouble as me and be by their side. truly can't wait.",Unknown,Unknown,6) 65 or older,2) High School graduate,Bisexual,No,Other,Prefer not to say,5) Very positive,1) Never,Prefer not to say,False,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"there will be time in the future where i will love myself the most. by then, no one can say shit about me. by then, i can confidently comfort those who had the same trouble as me and be by their side. truly can't wait.","there will be time in the future where i will love myself the most. by then, no one can say shit about me. by then, i can confidently comfort those who had the same trouble as me and be by their side. truly can't wait.",Male,Multiracial,4) 45 - 54,5) Bachelor's degree,Homosexual,Prefer not to say,Other,No,4) Somewhat positive,2) Rarely,1) No,True,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Now THAT is a crock of shit,Now THAT is a crock of shit,Unknown,Asian,5) 55 - 64,5) Bachelor's degree,Prefer not to say,No,Conservative,No,5) Very positive,2) Rarely,4) Very,False,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Now THAT is a crock of shit,Now THAT is a crock of shit,Unknown,Unknown,4) 45 - 54,2) High School graduate,Bisexual,No,Conservative,No,3) Neutral,2) Rarely,Prefer not to say,False,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Now THAT is a crock of shit,Now THAT is a crock of shit,Male,Asian,4) 45 - 54,5) Bachelor's degree,Heterosexual,Prefer not to say,Prefer not to say,Yes,1) Very negative,3) Occasionally,2) Not very,True,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Now THAT is a crock of shit,Now THAT is a crock of shit,Male,Hispanic,6) 65 or older,Other,Bisexual,No,Conservative,No,2) Somewhat negative,2) Rarely,3) Somewhat,True,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Now THAT is a crock of shit,Now THAT is a crock of shit,Nonbinary,Hispanic,1) 18 - 24,"3) College, no degree",Other,Yes,Liberal,No,3) Neutral,2) Rarely,2) Not very,True,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Now THAT is a crock of shit,Now THAT is a crock of shit,Unknown,White,4) 45 - 54,5) Bachelor's degree,Heterosexual,No,Liberal,Prefer not to say,1) Very negative,3) Occasionally,4) Very,True,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"Seriously, how does this even happen? It reminds me of how I used to “clean my room” by stuffing a bunch of shit under the bed.","Seriously, how does this even happen? It reminds me of how I used to “clean my room” by stuffing a bunch of shit under the bed.",Male,White,3) 35 - 44,Other,Heterosexual,Yes,Other,No,5) Very positive,4) Frequently,Prefer not to say,True,True,3
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"Seriously, how does this even happen? It reminds me of how I used to “clean my room” by stuffing a bunch of shit under the bed.","Seriously, how does this even happen? It reminds me of how I used to “clean my room” by stuffing a bunch of shit under the bed.",Female,Multiracial,5) 55 - 64,"3) College, no degree",Other,No,Liberal,No,2) Somewhat negative,5) Very Frequently,3) Somewhat,True,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"Seriously, how does this even happen? It reminds me of how I used to “clean my room” by stuffing a bunch of shit under the bed.","Seriously, how does this even happen? It reminds me of how I used to “clean my room” by stuffing a bunch of shit under the bed.",Nonbinary,Asian,3) 35 - 44,4) Associate degree,Heterosexual,No,Liberal,Yes,1) Very negative,3) Occasionally,2) Not very,False,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"Seriously, how does this even happen? It reminds me of how I used to “clean my room” by stuffing a bunch of shit under the bed.","Seriously, how does this even happen? It reminds me of how I used to “clean my room” by stuffing a bunch of shit under the bed.",Male,Other,4) 45 - 54,7) Professional degree,Prefer not to say,Yes,Prefer not to say,No,5) Very positive,4) Frequently,4) Very,True,True,3
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"Seriously, how does this even happen? It reminds me of how I used to “clean my room” by stuffing a bunch of shit under the bed.","Seriously, how does this even happen? It reminds me of how I used to “clean my room” by stuffing a bunch of shit under the bed.",Male,Unknown,2) 25 - 34,5) Bachelor's degree,Heterosexual,Prefer not to say,Prefer not to say,Prefer not to say,3) Neutral,3) Occasionally,4) Very,True,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"Seriously, how does this even happen? It reminds me of how I used to “clean my room” by stuffing a bunch of shit under the bed.","Seriously, how does this even happen? It reminds me of how I used to “clean my room” by stuffing a bunch of shit under the bed.",Male,Hispanic,1) 18 - 24,2) High School graduate,Bisexual,Yes,Liberal,Yes,1) Very negative,5) Very Frequently,Prefer not to say,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Authorities say firework strike to head kills Iowa man,Authorities say firework strike to head kills Iowa man,Female,White,5) 55 - 64,2) High School graduate,Bisexual,Yes,Liberal,Prefer not to say,5) Very positive,2) Rarely,4) Very,True,False,3
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Authorities say firework strike to head kills Iowa man,Authorities say firework strike to head kills Iowa man,Unknown,Hispanic,5) 55 - 64,2) High School graduate,Other,Yes,Prefer not to say,Prefer not to say,3) Neutral,2) Rarely,4) Very,True,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Authorities say firework strike to head kills Iowa man,Authorities say firework strike to head kills Iowa man,Male,Black,5) 55 - 64,4) Associate degree,Bisexual,Yes,Liberal,No,3) Neutral,4) Frequently,3) Somewhat,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Authorities say firework strike to head kills Iowa man,Authorities say firework strike to head kills Iowa man,Male,Asian,3) 35 - 44,"3) College, no degree",Homosexual,No,Other,Prefer not to say,2) Somewhat negative,3) Occasionally,4) Very,True,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Authorities say firework strike to head kills Iowa man,Authorities say firework strike to head kills Iowa man,Unknown,Unknown,5) 55 - 64,6) Master's degree,Heterosexual,Yes,Liberal,Yes,5) Very positive,4) Frequently,2) Not very,True,False,I don't
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Authorities say firework strike to head kills Iowa man,Authorities say firework strike to head kills Iowa man,Nonbinary,Multiracial,Prefer not to say,1) No high school,Prefer not to say,Yes,Liberal,Yes,3) Neutral,2) Rarely,Prefer not to say,True,False,4
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Diet Coke with sourdough bread...,Diet Coke with sourdough bread...,Nonbinary,Hispanic,5) 55 - 64,7) Professional degree,Homosexual,Prefer not to say,Other,No,4) Somewhat positive,2) Rarely,4) Very,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Diet Coke with sourdough bread...,Diet Coke with sourdough bread...,Female,Hispanic,Prefer not to say,7) Professional degree,Prefer not to say,No,Prefer not to say,No,1) Very negative,2) Rarely,4) Very,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Diet Coke with sourdough bread...,Diet Coke with sourdough bread...,Female,Unknown,Under 18,6) Master's degree,Homosexual,Prefer not to say,Conservative,Yes,1) Very negative,2) Rarely,2) Not very,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Diet Coke with sourdough bread...,Diet Coke with sourdough bread...,Nonbinary,White,2) 25 - 34,6) Master's degree,Prefer not to say,Prefer not to say,Other,No,4) Somewhat positive,4) Frequently,3) Somewhat,False,True,2
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Diet Coke with sourdough bread...,Diet Coke with sourdough bread...,Unknown,Hispanic,6) 65 or older,7) Professional degree,Other,Prefer not to say,Prefer not to say,No,1) Very negative,1) Never,4) Very,False,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Diet Coke with sourdough bread...,Diet Coke with sourdough bread...,Nonbinary,Multiracial,2) 25 - 34,1) No high school,Other,No,Liberal,Prefer not to say,2) Somewhat negative,2) Rarely,Prefer not to say,True,False,4
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"""Oh you're for multiculturalism AND 'universal' human rights? Well, you gotta pick one, which is it?""","""Oh you're for multiculturalism AND 'universal' human rights? Well, you gotta pick one, which is it?""",Male,White,Prefer not to say,Prefer not to say,Homosexual,No,Liberal,No,2) Somewhat negative,3) Occasionally,Prefer not to say,False,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"""Oh you're for multiculturalism AND 'universal' human rights? Well, you gotta pick one, which is it?""","""Oh you're for multiculturalism AND 'universal' human rights? Well, you gotta pick one, which is it?""",Male,White,Prefer not to say,Other,Prefer not to say,Yes,Liberal,No,3) Neutral,5) Very Frequently,1) No,True,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"""Oh you're for multiculturalism AND 'universal' human rights? Well, you gotta pick one, which is it?""","""Oh you're for multiculturalism AND 'universal' human rights? Well, you gotta pick one, which is it?""",Nonbinary,Hispanic,1) 18 - 24,Other,Heterosexual,Yes,Other,Prefer not to say,2) Somewhat negative,1) Never,1) No,True,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"""Oh you're for multiculturalism AND 'universal' human rights? Well, you gotta pick one, which is it?""","""Oh you're for multiculturalism AND 'universal' human rights? Well, you gotta pick one, which is it?""",Unknown,Hispanic,Under 18,"3) College, no degree",Homosexual,No,Liberal,Prefer not to say,5) Very positive,3) Occasionally,3) Somewhat,True,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"""Oh you're for multiculturalism AND 'universal' human rights? Well, you gotta pick one, which is it?""","""Oh you're for multiculturalism AND 'universal' human rights? Well, you gotta pick one, which is it?""",Male,White,Under 18,7) Professional degree,Heterosexual,Yes,Independent,No,3) Neutral,4) Frequently,2) Not very,True,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"""Oh you're for multiculturalism AND 'universal' human rights? Well, you gotta pick one, which is it?""","""Oh you're for multiculturalism AND 'universal' human rights? Well, you gotta pick one, which is it?""",Nonbinary,Hispanic,5) 55 - 64,Prefer not to say,Bisexual,No,Conservative,No,4) Somewhat positive,3) Occasionally,4) Very,True,False,4
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Maybe Kentucky is tired of the obstructionist and racist Mitch. The rest of competent country is. Go Amy!,Maybe Kentucky is tired of the obstructionist and racist Mitch. The rest of competent country is. Go Amy!,Unknown,Multiracial,2) 25 - 34,8) Doctoral degree,Homosexual,Prefer not to say,Liberal,Yes,3) Neutral,2) Rarely,1) No,True,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Maybe Kentucky is tired of the obstructionist and racist Mitch. The rest of competent country is. Go Amy!,Maybe Kentucky is tired of the obstructionist and racist Mitch. The rest of competent country is. Go Amy!,Unknown,Asian,4) 45 - 54,2) High School graduate,Homosexual,Yes,Other,Prefer not to say,5) Very positive,2) Rarely,3) Somewhat,False,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Maybe Kentucky is tired of the obstructionist and racist Mitch. The rest of competent country is. Go Amy!,Maybe Kentucky is tired of the obstructionist and racist Mitch. The rest of competent country is. Go Amy!,Unknown,Other,6) 65 or older,"3) College, no degree",Heterosexual,Yes,Prefer not to say,Prefer not to say,4) Somewhat positive,2) Rarely,2) Not very,True,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Maybe Kentucky is tired of the obstructionist and racist Mitch. The rest of competent country is. Go Amy!,Maybe Kentucky is tired of the obstructionist and racist Mitch. The rest of competent country is. Go Amy!,Nonbinary,Other,6) 65 or older,2) High School graduate,Homosexual,Prefer not to say,Liberal,Prefer not to say,1) Very negative,2) Rarely,Prefer not to say,False,True,4
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Maybe Kentucky is tired of the obstructionist and racist Mitch. The rest of competent country is. Go Amy!,Maybe Kentucky is tired of the obstructionist and racist Mitch. The rest of competent country is. Go Amy!,Unknown,Unknown,Prefer not to say,Other,Other,Prefer not to say,Prefer not to say,Prefer not to say,4) Somewhat positive,4) Frequently,1) No,False,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Maybe Kentucky is tired of the obstructionist and racist Mitch. The rest of competent country is. Go Amy!,Maybe Kentucky is tired of the obstructionist and racist Mitch. The rest of competent country is. Go Amy!,Nonbinary,White,5) 55 - 64,6) Master's degree,Prefer not to say,Prefer not to say,Prefer not to say,Yes,4) Somewhat positive,2) Rarely,Prefer not to say,False,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Get the f*** in! Buzzing for the return! cc: @kozomark,Get the f*** in! Buzzing for the return! cc: @kozomark,Male,Other,4) 45 - 54,8) Doctoral degree,Homosexual,No,Prefer not to say,Yes,2) Somewhat negative,5) Very Frequently,3) Somewhat,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Get the f*** in! Buzzing for the return! cc: @kozomark,Get the f*** in! Buzzing for the return! cc: @kozomark,Unknown,Other,3) 35 - 44,7) Professional degree,Bisexual,Prefer not to say,Independent,Prefer not to say,3) Neutral,1) Never,4) Very,True,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Get the f*** in! Buzzing for the return! cc: @kozomark,Get the f*** in! Buzzing for the return! cc: @kozomark,Nonbinary,Unknown,4) 45 - 54,8) Doctoral degree,Homosexual,Yes,Other,No,2) Somewhat negative,2) Rarely,3) Somewhat,False,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Get the f*** in! Buzzing for the return! cc: @kozomark,Get the f*** in! Buzzing for the return! cc: @kozomark,Unknown,White,5) 55 - 64,4) Associate degree,Prefer not to say,Yes,Liberal,No,4) Somewhat positive,5) Very Frequently,2) Not very,False,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Get the f*** in! Buzzing for the return! cc: @kozomark,Get the f*** in! Buzzing for the return! cc: @kozomark,Unknown,Unknown,2) 25 - 34,Prefer not to say,Bisexual,Yes,Prefer not to say,Yes,1) Very negative,4) Frequently,2) Not very,False,True,2
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Get the f*** in! Buzzing for the return! cc: @kozomark,Get the f*** in! Buzzing for the return! cc: @kozomark,Male,Hispanic,3) 35 - 44,7) Professional degree,Bisexual,Yes,Liberal,No,2) Somewhat negative,1) Never,4) Very,True,True,5
